ocn1	relation	subject_type	subject_id	date	games	source_ref	evidence_grade	note
B.Sic.Naj	named-after-person	person	najdorf			Wikipedia, 'Miguel Najdorf'; cited there to http://www.chessgames.com/perl/chessopening?eco=b90	attested	catalogue name 'Sicilian, Najdorf' carries this person's name
C.KPO.Nap	named-after-person	person	bonaparte			Wikipedia, 'Napoleon Bonaparte'; cited there to http://www.chessgames.com/perl/chessgame?gid=1250610	attested	catalogue name 'Napoleon Opening' carries this person's name
C.KGm.Acc.Kie.Nc6	named-after-person	person	neumann			Wikipedia, 'Gustav Neumann'; cited there to https://www.365chess.com/eco/C39_King's_Gambit_Accepted_Kieseritsky_Neumann_defence	attested	catalogue name 'Kieseritzky Gambit, Nc6' carries this person's name
E.Nim	named-after-person	person	nimzowitsch			Wikipedia, 'Aron Nimzowitsch'	attested	catalogue name 'Nimzo-Indian Defence' carries this person's name
B.Nim	named-after-person	person	nimzowitsch			Wikipedia, 'Aron Nimzowitsch'	attested	catalogue name 'Nimzowitsch Defence' carries this person's name
B.Sic.Nim	named-after-person	person	nimzowitsch			Wikipedia, 'Aron Nimzowitsch'	attested	catalogue name 'Sicilian, Nimzowitsch Variation' carries this person's name
B.Sic.OKe	named-after-person	person	galway			Wikipedia, 'Albéric O'Kelly de Galway'; cited there to http://www.chessgames.com/perl/chessopening?eco=B28	attested	catalogue name 'Sicilian, O'Kelly' carries this person's name
A.Tro	named-after-person	person	opocensky			Wikipedia, 'Karel Opočenský'	attested	catalogue name 'Trompowsky Attack' carries this person's name
B.Sic.Naj.Be2	named-after-person	person	opocensky			Wikipedia, 'Karel Opočenský'; cited there to http://www.chessgames.com/perl/chessopening?eco=B92	attested	catalogue name 'Sicilian Najdorf, Opočenský Variation' carries this person's name
B.OwM	named-after-person	person	owen			Wikipedia, 'John Owen (chess player)'	attested	catalogue name 'Owen's Modern (...b6 vs e4)' carries this person's name
B.CaK.Pmv	named-after-person	person	panov			Wikipedia, 'Vasily Panov'	attested	catalogue name 'Caro-Kann, Panov-Botvinnik Attack' carries this person's name
C.KPO.Qh5	named-after-person	person	parham			Wikipedia, 'Bernard Parham'; cited there to http://www.thechessdrum.net/newsbriefs/2003/NB_BParham.html	attested	catalogue name 'King's Pawn Game, Wayward Queen Attack' carries this person's name
C.Pet.Nxe5.d6.Nc4	named-after-person	person	paulsen			Wikipedia, 'Louis Paulsen'	attested	catalogue name 'Petrov Defence, Paulsen Attack' carries this person's name
E.KID.Cls.Pet	named-after-person	person	petrosian			Wikipedia, 'Tigran Petrosian'	attested	catalogue name 'KID Classical, Petrosian' carries this person's name
E.QID.Pet	named-after-person	person	petrosian			Wikipedia, 'Tigran Petrosian'	attested	catalogue name 'QID, Petrosian' carries this person's name
C.Pet	named-after-person	person	petrov			Wikipedia, 'Alexander Petrov (chess player)'	attested	catalogue name 'Petrov Defence' carries this person's name
C.PhD.d4.f5	named-after-person	person	philidor			Wikipedia, 'François-André Danican Philidor'	attested	catalogue name 'Philidor Countergambit' carries this person's name
C.PhD	named-after-person	person	philidor			Wikipedia, 'François-André Danican Philidor'	attested	catalogue name 'Philidor Defence' carries this person's name
C.Bsh.Bc5.c3	named-after-person	person	philidor			Wikipedia, 'François-André Danican Philidor'	traditional	catalogue name 'Bishop's Opening, Philidor Variation' carries this person's name
B.Pir	named-after-person	person	pirc			Wikipedia, 'Vasja Pirc'	attested	catalogue name 'Pirc Defence' carries this person's name
C.KGm.Acc.Kie.Be7	named-after-person	person	polerio			Wikipedia, 'Giulio Cesare Polerio'; cited there to https://www.chess.com/openings/Kings-Gambit-Accepted-Kieseritzky-Polerio-Defense	attested	catalogue name 'Kieseritzky Gambit, Be7' carries this person's name
C.RyL.Pol	named-after-person	person	pollock			Wikipedia, 'William Pollock (chess player)'	attested	catalogue name 'Ruy López, Pollock Defence' carries this person's name
B.Sic.Naj.Pol	named-after-person	person	polugaevsky			Wikipedia, 'Lev Polugaevsky'	attested	catalogue name 'Sicilian Najdorf, Polugaevsky' carries this person's name
C.Pon	named-after-person	person	ponziani			Wikipedia, 'Domenico Lorenzo Ponziani'	attested	catalogue name 'Ponziani Opening' carries this person's name
C.RyL.Bul	named-after-person	person	popov			Wikipedia, 'Georgi Alexandrov Popov'; cited there to https://www.newinchess.com/Archives/SOSList.aspx?AuthorID=355	attested	catalogue name 'Ruy López, Bulgarian Variation' carries this person's name
B.Sic.Nf3.Qc7	named-after-person	person	quinteros			Wikipedia, 'Miguel Quinteros'; cited there to https://www.chess.com/openings/Sicilian-Defense-Quinteros-Variation	attested	catalogue name 'Sicilian 2.Nf3, Quinteros Variation' carries this person's name
A.Ret.d5.c4	named-after-person	person	reti			Wikipedia, 'Richard Réti'	attested	catalogue name 'Réti Opening, 2.c4' carries this person's name
C.KGm.Acc.Kie.MLn.Bc4.Ri2	named-after-person	person	rice			Wikipedia, 'Isaac Rice (businessman)'	attested	catalogue name 'King's Gambit Accepted, Kieseritzky, Rice Gambit' carries this person's name
B.Sic.Cls.Rch.e6.Qd2	named-after-person	person	richter			Wikipedia, 'Kurt Richter; Vsevolod Rauzer'	attested	catalogue name 'Richter-Rauzer, Traditional Variation' carries this person's name
B.Sic.Cls.Rch.e6.Qd2	named-after-person	person	rauzer			Wikipedia, 'Kurt Richter; Vsevolod Rauzer'	attested	catalogue name 'Richter-Rauzer, Traditional Variation' carries this person's name
D.QPG.Ver	named-after-person	person	richter			Wikipedia, 'Kurt Richter; Gavriil Veresov'	attested	catalogue name 'Queen's Pawn Game, Veresov Setup' carries this person's name
D.QPG.Ver	named-after-person	person	veresov			Wikipedia, 'Kurt Richter; Gavriil Veresov'	attested	catalogue name 'Queen's Pawn Game, Veresov Setup' carries this person's name
E.QID.Euw.MLn.Riu	named-after-person	person	riumin			Wikipedia, 'Nikolai Riumin'; cited there to https://www.chess.com/openings/Queens-Indian-Defense-Fianchetto-Capablanca-Riumin-Variation	attested	catalogue name 'QID Euwe Main Line, Riumin Variation' carries this person's name
B.Mod.Std	named-after-person	person	robatsch			Wikipedia, 'Karl Robatsch'	attested	catalogue name 'Modern Defence, Standard Setup' carries this person's name
B.Sic.Ros	named-after-person	person	rossolimo			Wikipedia, 'Nicolas Rossolimo'; cited there to http://www.chessgames.com/perl/chessopening?eco=b31	attested	catalogue name 'Sicilian Rossolimo' carries this person's name
C.Fou.Spa.Rub	named-after-person	person	rubinstein			Wikipedia, 'Akiba Rubinstein'	attested	catalogue name 'Four Knights Spanish, Rubinstein' carries this person's name
B.Fre.Rub	named-after-person	person	rubinstein			Wikipedia, 'Akiba Rubinstein'	attested	catalogue name 'French, Rubinstein' carries this person's name
E.Nim.Rub	named-after-person	person	rubinstein			Wikipedia, 'Akiba Rubinstein'	attested	catalogue name 'Nimzo, Rubinstein' carries this person's name
C.RyL	named-after-person	person	segura			Wikipedia, 'Ruy López de Segura'	attested	catalogue name 'Ruy López' carries this person's name
E.KID.Sml	named-after-person	person	samisch			Wikipedia, 'Friedrich Sämisch'	attested	catalogue name 'KID, Sämisch' carries this person's name
E.Nim.Sml	named-after-person	person	samisch			Wikipedia, 'Friedrich Sämisch'; cited there to http://www.chessgames.com/perl/chessopening?eco=e27	attested	catalogue name 'Nimzo, Sämisch' carries this person's name
A.Ret.Nf6.b4	named-after-person	person	santasiere			Wikipedia, 'Anthony Santasiere'	attested	catalogue name 'Polish Opening, Zukertort System' carries this person's name
C.KGm.Acc.Nf3.Scl	named-after-person	person	schallopp			Wikipedia, 'Emil Schallopp'	attested	catalogue name 'King's Gambit Accepted, Schallopp Defence' carries this person's name
A.Bir.Fro.fxe5.Nc6	named-after-person	person	schlechter			Wikipedia, 'Carl Schlechter'	traditional	catalogue name 'From's Gambit, Schlechter Gambit' carries this person's name
D.Tar.Rub	named-after-person	person	schlechter			Wikipedia, 'Carl Schlechter; Akiba Rubinstein'	attested	catalogue name 'Tarrasch, Rubinstein System' carries this person's name
D.Tar.Rub	named-after-person	person	rubinstein			Wikipedia, 'Carl Schlechter; Akiba Rubinstein'	attested	catalogue name 'Tarrasch, Rubinstein System' carries this person's name
B.Fre.Nrm.d5.Bd3	named-after-person	person	schlechter			Wikipedia, 'Carl Schlechter'; cited there to http://www.chessgames.com/perl/chessgame?gid=1002548	attested	catalogue name 'French Defence, Schlechter Variation' carries this person's name
D.Sla.Nf3.Nf6.Nc3.Sch	named-after-person	person	schlechter			Wikipedia, 'Carl Schlechter'	attested	catalogue name 'Slav Defence, Three Knights Prefix, Schlechter Variation' carries this person's name
C.RyL.Shl	named-after-person	person	jaenisch			Wikipedia, 'Carl Jaenisch'	attested	catalogue name 'Ruy López, Schliemann Defence' carries this person's name
D.STa	named-after-person	person	tarrasch			Wikipedia, 'Siegbert Tarrasch'	attested	catalogue name 'Semi-Tarrasch' carries this person's name
D.Sem.AMe.Shr	named-after-person	person	shabalov			Wikipedia, 'Alexander Shabalov; Alexei Shirov'; cited there to http://www.chessbase.com/cbmnewsdetail.asp?newsid=5259	attested	catalogue name 'Semi-Slav Anti-Meran, Shirov-Shabalov' carries this person's name
D.Sem.AMe.Shr	named-after-person	person	shirov			Wikipedia, 'Alexander Shabalov; Alexei Shirov'; cited there to http://www.chessbase.com/cbmnewsdetail.asp?newsid=5259	attested	catalogue name 'Semi-Slav Anti-Meran, Shirov-Shabalov' carries this person's name
B.CaK.Adv.Bf5.c3.e6.Be2	named-after-person	person	short			Wikipedia, 'Nigel Short'	traditional	catalogue name 'Caro-Kann Advance c3, Short Variation' carries this person's name
B.Sic.SmM.Acc.Nxc3	named-after-person	person	smith			Wikipedia, 'Ken Smith (chess)'	attested	catalogue name 'Smith-Morra Accepted, Nxc3' carries this person's name
E.Gru.Rus.Hng.e4.Bg4	named-after-person	person	smyslov			Wikipedia, 'Vasily Smyslov'; cited there to http://www.chessgames.com/perl/chessopening?eco=D99	attested	catalogue name 'Grünfeld Russian Hungarian, Bg4' carries this person's name
C.RyL.Cls.Smy	named-after-person	person	smyslov			Wikipedia, 'Vasily Smyslov'; cited there to http://www.chessgames.com/perl/chessopening?eco=C93	attested	catalogue name 'Ruy López Closed, Smyslov Defence' carries this person's name
B.Sic.Cze	named-after-person	person	snyder			Wikipedia; cited there to https://www.chess.com/openings/Sicilian-Defense-Snyder-Variation	attested	catalogue name 'Sicilian, Czerniak Attack' carries this person's name
A.Pol	named-after-person	person	sokolsky			Wikipedia, 'Alexey Sokolsky'	attested	catalogue name 'Polish Opening' carries this person's name
C.KGm.Dec.Cls.fxe5	named-after-person	person	soldatenkov			Wikipedia, 'Vasily Soldatenkov'	attested	catalogue name 'King's Gambit Declined Classical, Soldatenkov' carries this person's name
D.Sla.Sou	named-after-person	person	soultanbeieff			Wikipedia, 'Victor Soultanbeieff'; cited there to http://www.chessgames.com/perl/chessgame?gid=1281050	attested	catalogue name 'Slav, Soultanbeieff Variation' carries this person's name
B.CaK.Nc3.Gld	named-after-person	person	spielmann			Wikipedia, 'Rudolph Spielmann'; cited there to http://www.fqechecs.qc.ca/index.php?typ=actu&categorie=1&id=254	attested	catalogue name 'Caro-Kann 2.Nc3, Goldman Variation' carries this person's name
C.KGm.Acc.Sta	named-after-person	person	stamma			Wikipedia, 'Philipp Stamma'; cited there to http://www.365chess.com/opening.php?m=6&n=33596&ms=e4.e5.f4.exf4.h4	attested	catalogue name 'King's Gambit Accepted, Stamma Gambit' carries this person's name
A.Hol.Sta	named-after-person	person	staunton			Wikipedia, 'Howard Staunton'	attested	catalogue name 'Dutch Defence, Staunton Gambit' carries this person's name
B.Fre.e5	named-after-person	person	steinitz			Wikipedia, 'Wilhelm Steinitz'; cited there to https://www.365chess.com/eco/C00_French_Steinitz_attack	attested	catalogue name 'French Defence, Steinitz Attack' carries this person's name
C.RyL.Stn	named-after-person	person	steinitz			Wikipedia, 'Wilhelm Steinitz'; cited there to http://www.chessgames.com/perl/chessopening?eco=C62	attested	catalogue name 'Ruy López, Steinitz Defence' carries this person's name
C.Vie.Nc6.f4	named-after-person	person	steinitz			Wikipedia, 'Wilhelm Steinitz'	attested	catalogue name 'Vienna Gambit, Max Lange Defence' carries this person's name
C.Pet.Mod	named-after-person	person	steinitz			Wikipedia, 'Wilhelm Steinitz'; cited there to http://www.365chess.com/opening.php?m=6&n=765&ms=e4.e5.Nf3.Nf6.d4	attested	catalogue name 'Petrov, Modern Attack' carries this person's name
B.Sic.LDu	named-after-person	person	steinitz			Wikipedia, 'Wilhelm Steinitz'; cited there to http://www.365chess.com/opening.php?m=4&n=120&ms=e4.c5.g3	attested	catalogue name 'Sicilian, Lasker-Dunne Attack' carries this person's name
B.Sic.Sve	named-after-person	person	sveshnikov			Wikipedia, 'Evgeny Sveshnikov'	attested	catalogue name 'Sicilian Sveshnikov' carries this person's name
B.Sic.Tay.Nb5	named-after-person	person	szen			Wikipedia, 'József Szén'	attested	catalogue name 'Sicilian Taimanov, Szén Variation' carries this person's name
B.Sic.Tay	named-after-person	person	taimanov			Wikipedia, 'Mark Taimanov'; cited there to http://www.chessgames.com/perl/chessopening?eco=B47	attested	catalogue name 'Sicilian Taimanov' carries this person's name
B.Sic.McD.Tal	named-after-person	person	tal			Wikipedia, 'Mikhail Tal'	traditional	catalogue name 'Sicilian McDonnell Attack, Tal Gambit' carries this person's name
B.CaK.Adv.Tal	named-after-person	person	tal			Wikipedia, 'Mikhail Tal'	traditional	catalogue name 'Caro-Kann Advance, Tal' carries this person's name
D.Tar	named-after-person	person	tarrasch			Wikipedia, 'Siegbert Tarrasch'	attested	catalogue name 'Tarrasch Defence' carries this person's name
B.Fre.Tar	named-after-person	person	tarrasch			Wikipedia, 'Siegbert Tarrasch'	attested	catalogue name 'French, Tarrasch' carries this person's name
A.Tor	named-after-person	person	torre			Wikipedia, 'Carlos Torre'; cited there to https://archive.org/details/winningwithtorre00gufe_0	attested	catalogue name 'Torre Attack' carries this person's name
C.Ita.Two.Ng5.Trx	named-after-person	person	traxler			Wikipedia, 'Karel Traxler'; cited there to http://www.chessbase.com/newsdetail.asp?newsid=1710	attested	catalogue name 'Two Knights, Traxler Counterattack' carries this person's name
A.Tro	named-after-person	person	trompowsky			Wikipedia, 'Octavio Trompowsky'	attested	catalogue name 'Trompowsky Attack' carries this person's name
B.Pir	named-after-person	person	ufimtsev			Wikipedia, 'Anatoly Ufimtsev (chess player)'; cited there to http://www.365chess.com/opening.php?m=7&n=167&ms=e4.d6.d4.Nf6.Nc3.c6	attested	catalogue name 'Pirc Defence' carries this person's name
C.Bsh.Urs	named-after-person	person	urusov			Wikipedia, 'Sergey Semyonovich Urusov'	traditional	catalogue name 'Bishop's Opening, Urusov Gambit' carries this person's name
A.VtK	named-after-person	person	kruijs			Wikipedia, 'Maarten van 't Kruijs'	attested	catalogue name 'Van't Kruijs Opening' carries this person's name
C.KGm.Acc.Vil	named-after-person	person	villemson			Wikipedia, 'Martin Villemson'	attested	catalogue name 'King's Gambit Accepted, Villemson Gambit' carries this person's name
C.RyL.Vin	named-after-person	person	vinogradov			Wikipedia, 'Paul Vinogradov'; cited there to http://www.365chess.com/opening.php?m=7&n=23417&ms=e4.e5.Nf3.Nc6.Bb5.Qe7	attested	catalogue name 'Ruy López, Vinogradov Variation' carries this person's name
A.OID.Wad	named-after-person	person	wade			Wikipedia, 'Robert Wade (chess player)'	attested	catalogue name 'Old Indian, Wade Defence' carries this person's name
B.War	named-after-person	person	ware			Wikipedia, 'Preston Ware'	traditional	catalogue name 'Ware Defence' carries this person's name
A.War	named-after-person	person	ware			Wikipedia, 'Preston Ware'	attested	catalogue name 'Ware Opening' carries this person's name
B.Fre.Win	named-after-person	person	winawer			Wikipedia, 'Simon Winawer'; cited there to http://www.chessgames.com/perl/chessopening?eco=c18	attested	catalogue name 'French, Winawer' carries this person's name
C.RyL.Mor.Wor	named-after-person	person	worrall			Wikipedia	attested	catalogue name 'Ruy López Morphy, Wormald Attack' carries this person's name
E.Gru.h4	named-after-person	person	zaitsev-alexander			Wikipedia, 'Alexander Nikolayevich Zaitsev'; cited there to http://studimonetari.org/edg/	attested	catalogue name 'Grünfeld Defence, Zaitsev Gambit' carries this person's name
C.RyL.Cls.c3.O-O.h3.Bb7	named-after-person	person	zaitsev-igor			Wikipedia, 'Igor Zaitsev'	attested	catalogue name 'Ruy López Closed h3, Bb7' carries this person's name
A.Egl.dxe5.Nc6.Nf3.Nge7	named-after-person	person	zilbermints			Wikipedia	attested	catalogue name 'Englund Gambit Nf3, Zilbermints Gambit' carries this person's name
A.Ret	named-after-person	person	zukertort			Wikipedia, 'Johannes Zukertort'	attested	catalogue name 'Réti Opening' carries this person's name
B.Sic.Kro	named-after-person	person	zvjaginsev			Wikipedia, 'Vadim Zvjaginsev'; cited there to http://www.newinchess.com/Yearbook_78-p-184.html	attested	catalogue name 'Sicilian, Kronberger Variation' carries this person's name
